MaterialNumber,Sales,CoGS
569565 003292724868,1044454.55,289572.7
569742 003378135868,3320685.59,913080.18
569762 008107817868,6450.6,3724.27
569752 004530673868,353744.39,95385.02
569563 005045011869,5807843.54,1571389.82
569565 007029156838,308484.04,81415.41
569562 003612332868,1090988.86,297734.41
570131 007833350868,420090.5,112702.56
569562 006911144868,13897396.81,3587898.83
569722 0011449739894,351849.55,92794.48
569222 003681129852,209826.46,54897.29
569722 0020740395800,439140.7,115688.89
569565 007094908868,1227722.7,329727.86
569762 003558286868,482254.31,126604.27
570131 004880147868,7930704.4,2074158.99
569564 005953290868,460649.43,121221.94
569722 005404057868,239634.65,62744.63
569722 0020757111000,4437643.45,1139906.66
569279 003203170679,36426.03,9714.9
569722 0011176463800,271655.17,72304.31
569601 004914896868,4825210.62,1260601.51
570151 0011540489694,1029656.86,273967.77
569565 007231887868,8583337.37,2265192.35
569562 006911198868,7867919.03,2022964.8
569278 004530813779,148496.23,38929.65
569222 003680803852,218863.75,55620.89
569722 004659961868,1121525.33,296339.78
569722 004776593868,373742.64,96076.19
569222 004512383869,2657867.19,691118.18
569722 004524975868,4691298.77,1242660.2
569722 004524665868,12335288.33,3198652.02
569562 007254015868,2135879.62,546971.84
569564 003292141868,678668.2,175272.01
569732 004493134868,1246710.96,325653.09
570131 007009647868,16721072.77,4292315.72
569722 005457653868,138424.24,34316.81
569565 005574530838,145551.95,40129.27
569762 0011335472800,160668.17,41358.76
569566 007094892868,1134568.59,291592.78
569564 0011823320000,355441.05,91842.59
570061 007674032748,310418.21,81428.14
569762 005174497868,609384.23,158072.18
569732 006336730868,137405.73,37243.35
569722 008059296868,7419.32,1694.63
569222 003680544852,232173.69,56813.33
569722 005797993868,612000.3,155013.91
569722 006409703868,4238383.91,1087275.94
569742 007260480868,356265.63,90862.73
569562 007577035868,84577.42,21621.67
569762 003004308000,3107158.36,782443.36
569722 0020766683000,2713431.49,638223.92
569762 005994323868,311974.61,78450.29
569565 005574530868,1172070.33,286298.22
569565 007029788868,656373.19,182089.66
569565 007094001868,1216325.37,303480.1
569762 003004284000,3357384.93,823159.05
569732 008323593868,2106202.47,519072.16
570151 003015000048,481416.24,115250.82
569570 0011974661800,246786.05,58729.77
569762 0011357624894,3474821.77,843881.31
569562 004882638868,38625871.38,9592478.19
569722 005174524868,972475.18,229738.66
569601 006505880868,17827.16,4043.6
570131 0011624249871,3110701.32,746625.74
569762 004491702868,601654.45,146128.97
569570 007466611868,2031442.69,501200.07
570427 006442862679,97738.13,23417.36
569762 005403845868,145223.31,35481.01
569722 008059118868,14250.69,2912.63
569722 005403806868,383644.73,90725.17
NA 006381029679,253972.55,59579.14
569222 004512407849,1737083.16,410741.35
569222 0011546384683,1802532.24,419031.37
569562 0011932691800,2903951.63,675706.71
569565 005574538838,151667.44,38370.76
569222 0011897699838,1906856.74,442065.09
569563 0012020062800,888222.68,210062.44
570061 006691066748,6627486.86,1509410.4
569722 005170794868,6052876.9,1373587.81
569732 008737926868,606080.59,147515.06
569566 006333429868,667144.58,151679.32
569471 006486181868,70834,16708.77
NA 006302024679,3313780.35,763151.6
570151 0011420607690,1843417.22,408138.9
569722 008060997868,11361.15,1696.58
569981 004772193728,423417.95,96316.31
569562 003682233852,61571.97,13933.47
569742 0020740206000,223650.51,51752.77
569732 004493253868,942205.48,214926.35
569562 0011665333800,17797436.25,3974908.95
569471 005355370868,289316.16,66206.03
569562 003258105868,476759.75,106119.78
569563 006448206868,539959.27,118335.26
569732 005890902868,167865.93,38711.36
569471 006486270868,28864.89,7113.34
569566 007959548868,405780.19,91086.68
570061 004627703748,2501347.35,572435.1
569762 0010560242800,174243.1,38870.17
569222 0011546718869,2745535.16,602221.41
569569 003739931868,880594.54,195142.63
569562 005344132868,1853720.46,447884.25
569567 003005004800,436149.78,95351.51
569471 004773648868,33746.04,7642.13
569565 005574538868,1568056.76,338894.89
569722 004659953868,752130.85,162579.18
569562 005891426838,27105.52,5423.43
569562 005344132838,254998.32,56545.59
569279 003203178679,47780.13,10469.59
570131 004880117868,6876666.78,1480078.11
569722 005949971838,198759.01,42718.03
569762 004582355868,860177.73,181869.22
569722 004659888868,896223.65,190683.35
569762 008059993868,49462.97,12358.3
569565 004621160838,68890.04,14734.65
569981 0010747426880,1280022.4,273060.22
570151 003014999694,642623.27,134372.21
569601 007906854868,6179.77,1681.91
569565 004621203868,6099105.9,1259131.09
569762 003034911800,1766624.93,368144.38
569732 008060989868,5016.17,1590.38
569742 005843636868,260982.17,55354.88
569742 008060946868,4650.8,986.11
569562 007359381868,245412.44,53330.86
569567 005097155838,144304.77,29632.14
569762 005223071868,2587524.53,535453.12
569722 008059183868,14092.47,2611.08
569563 004740896868,3028350.49,609836.3
569762 005221550868,2851094.62,587840.31
569562 0011665315800,17644249.29,3596059.33
NA 005020168679,1552504.39,320090.32
569762 005854978868,4878381.75,1005889.51
569565 007030115868,1544746.57,309657.91
569565 007916827868,5216705.75,994693.55
569722 005601606868,342739.19,70684.53
569722 004720914868,1067445.69,218785.23
569565 004786941868,3929549.05,787515.21
569278 0011489949779,531559.44,109245.9
569563 007979224868,1730829.56,345141.58
569471 006302572868,36671.3,7455.98
569722 004491570869,305670.68,61966.7
569722 005950119838,348502.78,70459.1
569565 0011822869838,2921804.09,589954.08
569222 0011897772838,333643.52,67525.62
569722 0012174968800,1434353.43,286012.76
569471 006302483868,50499.73,9783.67
569762 003531340868,902225.28,177014.43
569562 005891426868,1893655.42,361169.88
569565 004621138868,5061503.81,994327.08
569722 008060145868,31408.85,3862.37
569762 005170721868,536407.59,105574.03
569762 005953112868,222208.3,44204.46
569722 005949971868,1393972.84,276774.9
569722 005797764868,8090859.15,1579496.53
569722 005173730868,4266092.36,821190.49
569564 0011733991000,1171984.6,229952.31
569222 0011010897838,626182.91,122258.9
569722 003123658800,2008476.7,379796.39
569565 0011878662838,132294,25275.16
569762 006752397868,406884.74,79777.45
569722 005403815868,877530.56,169067.29
570151 0011420607849,5664895.28,1089133.24
569567 007029559868,384522.93,74868.3
569732 006336849868,157775.01,31018.61
569722 006752381868,578517.18,110407.09
570427 006346112679,203798.48,39264.34
569722 004469733868,1356580.6,263753.42
569565 007030369868,1527429.41,287164.28
569565 0011822936838,2437061.77,460941.9
569722 005403841868,458987.43,83464.05
569601 006662870868,4040.99,1313.23
569722 004659939868,1142645.73,211933.55
569567 0011823141838,292276.96,54520.87
569722 008060369868,5773.38,1563.96
569565 005897161868,19231543.69,3493730.97
569562 004882685868,65978329.76,11928826.94
570151 0011420608048,293141.6,53727.4
569562 005034001838,637584.84,114377.46
569722 0010822997894,3166778.25,580661.14
569722 0020765408800,898363.71,155680.14
569565 007916849868,5697928.39,1092643.48
569564 0012135466800,550444.27,99770.31
569564 007030047868,1390956.04,237542.11
569742 005844625868,261925.47,47620.75
569762 006752337868,389156.45,70294.64
569562 003186316800,2895736.53,508748.05
569762 006752321868,385908.28,69044
569722 005977918868,805132.47,142914.35
569722 005169206868,4001179.74,707794.47
NA 003317514679,642673.31,116926.73
569732 004493099868,1643991.68,292975.86
569722 007008151868,815014.01,143517.03
569762 005953104868,399345.54,76730.32
569565 007397109868,2077538.85,364075.26
569565 005392440838,4469828.9,765678.56
569762 005953039868,3593156.34,622078.81
569565 007030547868,879936.69,156624.91
569567 007128278868,219782.76,35326.11
569752 004530762868,1669194.29,284878.54
569562 0011877461838,18792.34,3983.11
569565 007146082868,3822137.41,645497.46
570061 004627719868,656850.59,113673.16
569722 008059772868,20903.56,2821.47
569722 004882800868,9504381.1,1639447.77
569732 003049098868,349925.85,59520.76
569762 008060973868,18895.25,3069.7
569722 005978153868,1061113.94,179881.49
569565 004621160868,5085018.43,836366.19
569562 007577065868,157253.54,28034.87
569722 005170934868,16302443.98,2760414.14
569722 008060141868,17636.18,2745.51
569222 003263108838,1932313.85,328253.37
569279 004459358679,1677017.14,297518.42
569471 004595483868,1329873.64,220760.41
569742 0020740225000,306672.81,51465.82
569565 004621152838,251569.9,41372.87
569565 005392440868,49503510.24,8337959.54
569566 007231914868,362013.45,57824.48
569722 008061151868,22670.61,2968.08
569722 0020765400800,1166976.97,182173.67
569566 007959556868,689800.54,109988.03
569601 006756525868,5631.24,1090.29
569732 003802475868,260931.16,42506.69
569762 005223063868,2647322.34,430273.91
569732 004941770868,2856112.9,461845.76
569722 008902364868,1479.5,516.1
569762 005854970868,2826158.42,442181.66
569278 005997004779,6742889.39,1090589.33
569742 007260407868,2924744.88,457749.99
569565 0011822912838,2574740.84,412280.1
569722 004882825868,5092125.5,829905.35
569562 007359339868,242021.43,40546.36
569762 003008117000,951339.76,149216.65
570061 004627660748,13399847.82,2084034.56
569762 005169388868,8472765.19,1294175.95
569722 003266336868,13789032.07,2183812.54
569565 0011822928838,39823.97,6116.47
570427 006346077679,307121.18,47978.95
569732 004941762868,1332067.06,212447.43
569222 0011897707838,1958458.38,309354.9
569722 005173752868,8534794.53,1331137.62
569742 005844503868,385745.74,60712.73
569722 005174218868,11004442.94,1725142.17
569722 007530927868,26910920.15,4179353.97
569722 004491710868,834957.11,129087.85
569566 003274094838,2928090.24,451204.68
569565 004621138838,1059281.9,163597.36
569722 004721262868,1001210.67,155827.34
569722 004469838868,1061512.94,165606.28
569722 007008113868,13554380.43,2073464.45
569601 008009283868,44906.26,6929.83
569742 005844476868,220906.3,34750.94
569567 0012180559838,139870.28,21280.92
NA 003317487679,870255.96,131950.64
569762 004472003868,18251521.43,2728186.27
570427 006610885679,1157672.91,174311.31
569722 005063827868,10557075.4,1580881.36
569565 004690132868,34134689.53,5129359.14
569562 0011734622800,3401435.18,504819.79
NA 005636171679,1933755.27,290194.71
569722 004883339868,1151914.58,170206.01
569601 008008582868,53085.6,7700.65
NA 007674032681,580129.51,86063.22
569565 007029199868,4384403.37,633917.9
569565 007805305868,1834167.91,260912.19
569762 008061078868,32973.2,4773.23
569566 003303156868,3651395.98,529134.25
569565 004786963838,97569.85,13807.74
569742 0020769512000,295140.58,43424.7
569722 008059037868,9861.93,1304.66
569762 003509535868,4747211.29,699034.63
569762 003017395800,7275961.43,1061431.03
569742 0020740263000,117161.63,17515.71
569762 003509688868,5813284.28,853830.81
569722 008060276868,14040.85,1857.76
569722 008059165868,15928.19,2086.02
569722 0020768969000,1638177.69,232875.78
569563 0011733739800,1838242.21,264714.77
569722 008060222868,71680.87,6278.01
569569 005946640838,192725.34,27606.02
570131 005535988868,15469767.21,2187536.32
569565 004786963868,4850636.81,678406.83
569722 008059156868,24885.52,2192.76
569722 008061032868,21930.97,2427.45
569565 007029478868,1043705.86,148211.31
569752 008059013868,23342.59,4059.25
569762 005403952868,148888.8,21016.62
569762 008108390868,17409.02,3031.71
569562 007478241868,1416949.98,184873.18
569722 007530949868,1885733.37,261340.91
570061 004627703850,8062561.96,1092529.22
569722 004463060868,18740063.85,2552986.81
569742 0020740174000,280375.26,37974.47
569722 005977926868,563630.03,79351.34
569722 008060303868,15273.27,1932.83
570061 004627719838,40366097.37,5458736.65
569563 008431669838,118811.02,14981.38
569565 007030353868,1364808.89,182619.45
569762 003034919800,1811373.83,241557.38
569562 007029831868,1393591.94,165910.94
569722 004500922868,1019274.39,136366.95
569562 006989156868,227121.21,32121.61
569565 006925693868,21531670.25,2841599.87
569742 005029791868,491269.79,66552.62
NA 0011878818679,274104.02,36081.74
569762 005591200868,6421466.64,867939.44
569722 005853164868,6262531.74,822090.99
569732 005969449868,492072.15,64334.39
569722 005797742868,12115128.29,1576966.15
569722 008059305868,17830.54,2483.52
569564 0011823311838,42200.53,5209.95
569762 005994346868,1018916.86,137901.64
569601 007472390868,8559.69,1166.44
569722 007231938868,252036.78,36764.92
570427 006346104679,501817.99,64154.38
569742 0020740279000,641733.95,82795.17
569722 005482520868,1176341.61,150127.17
569732 004493196868,1553131.4,200283.07
570151 005215657838,871325.55,109931.17
569567 005097143868,5301191.88,635218.21
569722 005853142868,7199827.76,890194.02
569562 005034001868,10457195.37,1289781.77
569565 007253421868,7992817.84,976382.42
569722 0020739939000,1430102.13,170946.68
569722 008065861868,13112.13,1844.71
569562 006635533868,1163093.74,131387.38
569565 007029135868,3835627.08,479534.45
569567 0011823133838,379642.3,46468.44
569722 003336097868,2605918.42,312842.51
569565 007029462868,1046910.69,125674.03
569565 007376505868,13364914.13,1606284.81
569563 004391125868,34748504.58,4173795.18
569722 005169233868,7753587.32,941150.47
569722 008059102868,18299.02,2037.28
569762 003509777868,5207320.05,954129.49
569722 006409482868,4029285.2,488155.65
569742 005110756868,972747.54,117101.24
569722 005171675868,4011974.94,476691.57
569471 006486155868,176925.95,21187.81
569567 005897153838,294495.6,34582.33
569722 003007077800,4364755.49,511844.44
569567 007029432868,2007302.34,238450.87
569722 008061095868,22767.08,1893.18
569722 005170729868,3488881.94,410371.74
569722 005169380868,942183.05,108694.95
569762 005482512868,3650467.97,424809.61
569742 004493188868,1159877.21,141583.68
569722 005173722868,3590732.48,419142.43
570361 0011975374779,76323.81,8921.13
569732 004493354868,2380734.21,275897.57
569569 005946640868,296311.96,35262.5
570061 007765143681,1526966.64,176119.6
569222 0011546384838,1034308.89,118926.52
569562 007029861868,1910567.26,219561.52
569722 004538700868,2927365.07,329128.89
569570 005610891868,1651515.47,185045.61
569567 005097155868,980317.99,102036.12
569722 003186079868,6483615.36,728061.18
569567 005959993838,2394057.2,265042.63
569566 006712311868,1312718.66,144164.39
570061 006691066694,5553361.09,614426.82
569762 0020766920000,8289406.54,915609.88
570061 004627660850,6494998.89,720899.23
569564 007030598868,2870266.76,274023.31
569722 003186041800,4331457.17,470962.66
569569 007715552868,854676.13,96466.67
569722 005171636868,2466918.57,271868.03
569565 007253723868,4340378.9,456601.76
569752 004530527868,1593350.29,174694.75
569563 007029296868,11293857.67,1132476.24
570061 006691066697,11251741.82,1213383.43
569722 005169372868,4368648.87,479017.77
570061 006691066681,6832421.67,737528.7
569562 006690078838,1314386.21,142915.22
569742 004493370868,1663086.61,178583.23
569762 005174718868,29144494.02,3167708.78
569722 005174307868,968706.22,93622.64
569732 007058021868,105350.6,11238.83
569565 0011822928800,11048607.64,1165996.81
569563 007030436868,28163572.7,2737497.06
569565 0011822958800,12345855.02,1292258.59
569752 007226993868,1215796.77,126142.5
569762 003007939000,3410486.65,359571.11
569564 008335947868,12135.37,896.89
569722 005171136868,8720031.54,911754.38
569722 008060327868,17768.34,2114.26
569562 007253591868,1213335.41,118811.15
569742 006783977868,971925.26,102625.56
569563 007029707868,10854592.12,935027.53
570061 006691066848,1518241.04,154053.98
